title,type,genres,releaseYear,imdbId,imdbAverageRating,imdbNumVotes,availableCountries
The Final Countdown,movie,"Action, Adventure, Sci-Fi",1980.0,tt0080736,6.7,27917.0,JP
Hellraiser: Bloodline,movie,"Horror, Sci-Fi",1996.0,tt0116514,5.1,25338.0,JP
Mad Max 2,movie,"Action, Adventure, Sci-Fi",1981.0,tt0082694,7.6,204755.0,JP
Conspiracy Theory,movie,"Action, Drama, Mystery",1997.0,tt0118883,6.7,109183.0,JP
Under Siege,movie,"Action, Thriller",1992.0,tt0105690,6.5,97620.0,JP
"Dude, Where's My Car?",movie,"Comedy, Mystery, Sci-Fi",2000.0,tt0242423,5.5,147821.0,US
Red Planet,movie,"Action, Sci-Fi, Thriller",2000.0,tt0199753,5.7,60517.0,JP
Che: Part Two,movie,"Biography, Drama, History",2008.0,tt0374569,6.8,35439.0,JP
Che: Part One,movie,"Biography, Drama, History",2008.0,tt0892255,7.1,48457.0,JP
Deep Blue Sea,movie,"Action, Adventure, Sci-Fi",1999.0,tt0149261,5.9,145807.0,JP
Jeepers Creepers,movie,"Horror, Mystery",2001.0,tt0263488,6.2,147509.0,JP
The Marine,movie,"Action, Comedy, Drama",2006.0,tt0419946,4.8,36378.0,US
Hellraiser,movie,"Horror, Thriller",1987.0,tt0093177,6.9,145292.0,JP
The Great Silence,movie,"Drama, Western",1968.0,tt0063032,7.7,18673.0,JP
The Banger Sisters,movie,"Comedy, Drama",2002.0,tt0280460,5.7,17557.0,US
The Family Stone,movie,"Comedy, Drama, Romance",2005.0,tt0356680,6.3,76685.0,US
Police Story,movie,"Action, Comedy, Crime",1985.0,tt0089374,7.5,43406.0,JP
Hellbound: Hellraiser II,movie,"Horror, Thriller",1988.0,tt0095294,6.4,57711.0,JP
Hot Shots! Part Deux,movie,"Action, Comedy",1993.0,tt0107144,6.6,99128.0,US
Eraser,movie,"Action, Crime, Thriller",1996.0,tt0116213,6.2,120047.0,JP
Femme Fatale,movie,"Crime, Drama, Mystery",2002.0,tt0280665,6.2,38164.0,JP
John Tucker Must Die,movie,"Comedy, Romance",2006.0,tt0455967,5.7,89560.0,US
Ghost in the Shell,movie,"Action, Animation, Crime",1995.0,tt0113568,7.9,161548.0,JP
Clear and Present Danger,movie,"Action, Crime, Drama",1994.0,tt0109444,6.9,110514.0,JP
Transporter 2,movie,"Action, Crime, Thriller",2005.0,tt0388482,6.3,218750.0,JP
The Goonies,movie,"Adventure, Comedy, Family",1985.0,tt0089218,7.7,306237.0,JP
Mad Max Beyond Thunderdome,movie,"Action, Adventure, Sci-Fi",1985.0,tt0089530,6.2,156013.0,JP
Hollow Man,movie,"Action, Horror, Sci-Fi",2000.0,tt0164052,5.9,140734.0,US
The Fly,movie,"Drama, Horror, Sci-Fi",1986.0,tt0091064,7.6,210081.0,US
The Crow: Salvation,movie,"Action, Crime, Fantasy",2000.0,tt0132910,4.9,13107.0,US
Black Mask,movie,"Action, Adventure, Comedy",1996.0,tt0115693,6.0,12505.0,JP
The Way of the Dragon,movie,"Action, Adventure, Comedy",1972.0,tt0068935,7.2,42097.0,JP
Dodgeball: A True Underdog Story,movie,"Comedy, Sport",2004.0,tt0364725,6.7,272531.0,US
Daredevil,movie,"Action, Crime",2003.0,tt0287978,5.3,233012.0,JP
Spy Kids 2: Island of Lost Dreams,movie,"Action, Adventure, Comedy",2002.0,tt0287717,5.3,75228.0,JP
Scanners,movie,"Horror, Sci-Fi, Thriller",1981.0,tt0081455,6.7,63600.0,JP
House of Flying Daggers,movie,"Action, Adventure, Drama",2004.0,tt0385004,7.5,117212.0,JP
The Exorcist,movie,Horror,1973.0,tt0070047,8.1,468630.0,JP
That Thing You Do!,movie,"Comedy, Drama, Music",1996.0,tt0117887,7.0,75225.0,US
Hot Shots!,movie,"Action, Comedy",1991.0,tt0102059,6.7,118918.0,US
Big Momma's House,movie,"Action, Comedy, Crime",2000.0,tt0208003,5.2,92297.0,US
Super Mario Bros.,movie,"Adventure, Comedy, Family",1993.0,tt0108255,4.2,64387.0,JP
Romy and Michele's High School Reunion,movie,Comedy,1997.0,tt0120032,6.3,55104.0,US
Happy Gilmore,movie,"Comedy, Sport",1996.0,tt0116483,7.0,256936.0,US
The Fast and the Furious: Tokyo Drift,movie,"Action, Crime, Thriller",2006.0,tt0463985,6.1,308183.0,JP
The Negotiator,movie,"Action, Crime, Drama",1998.0,tt0120768,7.3,158219.0,JP
The Italian Job,movie,"Action, Crime, Thriller",2003.0,tt0317740,7.0,394597.0,JP
Mad Max,movie,"Action, Adventure, Sci-Fi",1979.0,tt0079501,6.8,235038.0,JP
Ju-On: The Grudge 2,movie,"Drama, Horror, Mystery",2003.0,tt0367913,6.3,11304.0,JP
Ring 2,movie,"Horror, Mystery, Sci-Fi",1999.0,tt0218553,5.9,15087.0,JP
Ring 0: Birthday,movie,"Horror, Mystery, Thriller",2000.0,tt0235712,5.9,10161.0,JP
Sideways,movie,"Comedy, Drama, Romance",2004.0,tt0375063,7.5,208294.0,US
Children of Men,movie,"Action, Drama, Sci-Fi",2006.0,tt0206634,7.9,539852.0,JP
One Missed Call,movie,"Horror, Mystery",2003.0,tt0366292,6.2,19767.0,JP
"Blood In, Blood Out",movie,"Biography, Crime, Drama",1993.0,tt0106469,7.9,35391.0,US
Swordfish,movie,"Action, Crime, Thriller",2001.0,tt0244244,6.5,198686.0,JP
Spiral,movie,"Drama, Fantasy, Horror",1998.0,tt0134928,5.2,4177.0,JP
Hope Floats,movie,"Drama, Romance",1998.0,tt0119313,6.0,31171.0,US
Hannibal,movie,"Crime, Drama, Thriller",2001.0,tt0212985,6.8,300132.0,JP
Unbreakable,movie,"Drama, Mystery, Sci-Fi",2000.0,tt0217869,7.3,451147.0,US
Jack Frost,movie,"Comedy, Drama, Family",1998.0,tt0141109,5.4,41747.0,US
The Hills Have Eyes,movie,"Horror, Thriller",2006.0,tt0454841,6.4,187745.0,US
The Hills Have Eyes 2,movie,"Horror, Thriller",2007.0,tt0800069,5.1,68863.0,US
The Fast and the Furious,movie,"Action, Crime, Thriller",2001.0,tt0232500,6.8,429473.0,JP
Happy Feet,movie,"Adventure, Animation, Comedy",2006.0,tt0366548,6.4,203947.0,JP
The Princess Diaries,movie,"Comedy, Family, Romance",2001.0,tt0247638,6.4,169635.0,US
Grandma's Boy,movie,Comedy,2006.0,tt0456554,6.9,89824.0,US
Robots,movie,"Adventure, Animation, Comedy",2005.0,tt0358082,6.4,166270.0,US
Deck the Halls,movie,"Comedy, Family",2006.0,tt0790604,5.1,34068.0,US
Curious George,movie,"Adventure, Animation, Comedy",2006.0,tt0381971,6.5,18575.0,US
Arthur and the Invisibles,movie,"Adventure, Animation, Comedy",2006.0,tt0344854,6.0,41869.0,JP
Unleashed,movie,"Action, Crime, Thriller",2005.0,tt0342258,7.0,109191.0,JP
Just Friends,movie,"Comedy, Romance",2005.0,tt0433400,6.2,129597.0,US
My Lucky Stars,movie,"Action, Comedy, Crime",1985.0,tt0089177,6.3,6239.0,JP
District B13,movie,"Action, Crime, Sci-Fi",2004.0,tt0414852,7.1,74890.0,JP
Spy Kids,movie,"Action, Adventure, Comedy",2001.0,tt0227538,5.6,129839.0,JP
9½ Weeks,movie,"Drama, Romance",1986.0,tt0091635,5.9,44608.0,JP
Reno 911!: Miami,movie,"Comedy, Crime",2007.0,tt0499554,5.9,28199.0,US
Shinobi: Heart Under Blade,movie,"Action, Drama, Fantasy",2005.0,tt0475723,6.8,13010.0,JP
White Men Can't Jump,movie,"Comedy, Sport",1992.0,tt0105812,6.8,100527.0,US
My Left Foot,movie,"Biography, Drama",1989.0,tt0097937,7.8,81365.0,JP
The Day the Earth Stood Still,movie,"Adventure, Drama, Sci-Fi",2008.0,tt0970416,5.5,180942.0,US
A Walk to Remember,movie,"Drama, Romance",2002.0,tt0281358,7.3,224717.0,US
Funny Games,movie,"Crime, Drama, Thriller",1997.0,tt0119167,7.5,87871.0,JP
The Shaolin Temple,movie,"Action, Comedy, Drama",1982.0,tt0079891,6.8,4876.0,JP
The Ides of March,movie,"Drama, Thriller",2011.0,tt1124035,7.1,233362.0,JP
Freaky Friday,movie,"Comedy, Family, Fantasy",2003.0,tt0322330,6.3,157223.0,US
Dobermann,movie,"Action, Comedy, Crime",1997.0,tt0118996,6.5,19045.0,JP
Volcano,movie,"Action, Drama, Sci-Fi",1997.0,tt0120461,5.5,83658.0,US
Purple Noon,movie,"Crime, Drama, Thriller",1960.0,tt0054189,7.7,21477.0,JP
My Cousin Vinny,movie,"Comedy, Crime",1992.0,tt0104952,7.6,145984.0,US
Hanging Up,movie,"Comedy, Drama",2000.0,tt0162983,4.9,13338.0,US
Deuce Bigalow: Male Gigolo,movie,"Comedy, Romance",1999.0,tt0205000,5.7,81451.0,US
The Road to Wellville,movie,"Comedy, Drama",1994.0,tt0111001,5.9,13479.0,JP
Drop Dead Gorgeous,movie,"Comedy, Romance, Thriller",1999.0,tt0157503,6.7,42091.0,JP
Perfect Blue,movie,"Animation, Crime, Drama",1997.0,tt0156887,8.0,102523.0,JP
Bride Wars,movie,"Comedy, Romance",2009.0,tt0901476,5.5,117694.0,US
Madagascar: Escape 2 Africa,movie,"Adventure, Animation, Comedy",2008.0,tt0479952,6.6,254252.0,US
Sherlock Holmes,movie,"Action, Adventure, Mystery",2009.0,tt0988045,7.6,682245.0,JP
The Crow: City of Angels,movie,"Action, Crime, Fantasy",1996.0,tt0115986,4.6,22582.0,JP
Child's Play,movie,"Horror, Thriller",1988.0,tt0094862,6.7,122407.0,JP
Hitman,movie,"Action, Comedy, Crime",1998.0,tt0163818,6.1,5648.0,JP
Once Upon a Time in China and America,movie,"Action, Adventure, History",1997.0,tt0120530,6.3,4401.0,JP
Mean Girls,movie,Comedy,2004.0,tt0377092,7.1,450947.0,JP
Magnum Force,movie,"Action, Crime, Mystery",1973.0,tt0070355,7.2,68309.0,JP
The Enforcer,movie,"Action, Crime, Thriller",1976.0,tt0074483,6.7,50420.0,JP
Sudden Impact,movie,"Action, Crime, Thriller",1983.0,tt0086383,6.6,49856.0,JP
The Dead Pool,movie,"Action, Crime, Mystery",1988.0,tt0094963,6.3,50114.0,JP
The Waterboy,movie,"Comedy, Sport",1998.0,tt0120484,6.2,182832.0,US
[Rec]²,movie,"Horror, Thriller",2009.0,tt1245112,6.5,80396.0,JP
Tigerland,movie,"Drama, War",2000.0,tt0170691,6.9,43858.0,US
Elf,movie,"Adventure, Comedy, Family",2003.0,tt0319343,7.1,317100.0,US
The Client,movie,"Crime, Drama, Mystery",1994.0,tt0109446,6.7,75323.0,JP
Police Story 2,movie,"Action, Comedy, Crime",1988.0,tt0095403,7.1,23279.0,JP
Infernal Affairs,movie,"Action, Crime, Drama",2002.0,tt0338564,8.0,133432.0,JP
Showgirls,movie,Drama,1995.0,tt0114436,5.1,76689.0,JP
Dr. Dolittle 2,movie,"Comedy, Family, Fantasy",2001.0,tt0240462,4.7,48146.0,US
Water Lilies,movie,"Drama, Romance",2007.0,tt0869977,6.7,14094.0,JP
The Draughtsman's Contract,movie,"Comedy, Drama, Mystery",1982.0,tt0083851,7.2,11346.0,JP
Revolver,movie,"Action, Crime, Drama",2005.0,tt0365686,6.3,104726.0,JP
Joy Ride,movie,"Action, Mystery, Thriller",2001.0,tt0206314,6.6,77935.0,US
Malena,movie,"Drama, Romance, War",2000.0,tt0213847,7.4,115239.0,JP
High School Musical,movie,"Comedy, Drama, Family",2006.0,tt0475293,5.6,99169.0,US
Armour of God,movie,"Action, Adventure, Comedy",1986.0,tt0091431,6.9,22702.0,JP
Farewell My Concubine,movie,"Drama, Music, Romance",1993.0,tt0106332,8.1,34284.0,JP
Wonder Boys,movie,"Comedy, Drama",2000.0,tt0185014,7.2,67260.0,JP
Billy Madison,movie,Comedy,1995.0,tt0112508,6.4,160024.0,US
Taxi,movie,"Action, Comedy, Crime",2004.0,tt0316732,4.6,45621.0,"JP, US"
Interstella 5555: The 5tory of the 5ecret 5tar 5ystem,movie,"Adventure, Animation, Music",2003.0,tt0368667,7.8,15892.0,JP
Stalingrad,movie,"Drama, War",1993.0,tt0108211,7.5,38466.0,JP
The Associate,movie,Comedy,1996.0,tt0115580,6.1,9254.0,US
The Princess Diaries 2: Royal Engagement,movie,"Comedy, Family, Romance",2004.0,tt0368933,5.8,91585.0,US
Supercop,movie,"Action, Comedy, Crime",1992.0,tt0104558,7.0,24958.0,JP
My Sassy Girl,movie,"Comedy, Drama, Romance",2001.0,tt0293715,7.9,51212.0,JP
Child's Play 2,movie,"Horror, Thriller",1990.0,tt0099253,6.0,60071.0,JP
Child's Play 3,movie,"Horror, Thriller",1991.0,tt0103956,5.2,48075.0,JP
Wheels on Meals,movie,"Action, Comedy, Crime",1984.0,tt0087578,7.0,15709.0,JP
Shall We Dance?,movie,"Comedy, Drama, Music",1996.0,tt0117615,7.7,11895.0,JP
The Cannonball Run,movie,"Action, Comedy, Sport",1981.0,tt0082136,6.2,41131.0,JP
Dead or Alive,movie,"Action, Crime, Drama",1999.0,tt0221111,6.7,8704.0,JP
Shutter Island,movie,"Drama, Mystery, Thriller",2010.0,tt1130884,8.2,1507754.0,JP
A Bittersweet Life,movie,"Action, Crime, Drama",2005.0,tt0456912,7.5,43870.0,JP
Never Been Kissed,movie,"Comedy, Drama, Romance",1999.0,tt0151738,6.0,99356.0,US
The Score,movie,"Action, Crime, Drama",2001.0,tt0227445,6.8,135855.0,JP
House,movie,"Comedy, Fantasy, Horror",1985.0,tt0091223,6.1,30956.0,JP
The Mission,movie,"Adventure, Drama, History",1986.0,tt0091530,7.4,67217.0,JP
Black Knight,movie,"Adventure, Comedy, Fantasy",2001.0,tt0265087,4.9,44069.0,US
A Better Tomorrow,movie,"Action, Crime, Drama",1986.0,tt0092263,7.4,26173.0,JP
Sweet Home Alabama,movie,"Comedy, Romance",2002.0,tt0256415,6.2,126471.0,US
Book of Shadows: Blair Witch 2,movie,"Adventure, Fantasy, Horror",2000.0,tt0229260,4.0,40749.0,JP
The Young Master,movie,"Action, Adventure, Comedy",1980.0,tt0081499,7.0,8473.0,JP
Big Momma's House 2,movie,"Comedy, Crime",2006.0,tt0421729,4.8,47307.0,US
Hellraiser III: Hell on Earth,movie,Horror,1992.0,tt0104409,5.5,36038.0,JP
The Dark Crystal,movie,"Adventure, Family, Fantasy",1982.0,tt0083791,7.1,73357.0,US
Ran,movie,"Action, Drama, War",1985.0,tt0089881,8.2,139960.0,JP
Infernal Affairs II,movie,"Action, Crime, Drama",2003.0,tt0369060,7.2,20199.0,JP
Casshern,movie,"Action, Sci-Fi",2004.0,tt0405821,6.0,13872.0,JP
Fist of Fury,movie,"Action, Drama, Romance",1972.0,tt0068767,7.2,34941.0,JP
The 36th Chamber of Shaolin,movie,"Action, Adventure, Drama",1978.0,tt0078243,7.6,18909.0,JP
Father of the Bride,movie,"Comedy, Family, Romance",1991.0,tt0101862,6.6,86398.0,US
The Hot Chick,movie,"Comedy, Fantasy",2002.0,tt0302640,5.6,104841.0,US
Father of the Bride Part II,movie,"Comedy, Family, Romance",1995.0,tt0113041,6.1,42542.0,US
High School Musical 3: Senior Year,movie,"Comedy, Drama, Family",2008.0,tt0962726,5.0,69010.0,US
Suspiria,movie,Horror,1977.0,tt0076786,7.3,109710.0,JP
Bullet in the Head,movie,"Action, Crime, Drama",1990.0,tt0099426,7.5,11974.0,JP
In Her Shoes,movie,"Comedy, Drama, Romance",2005.0,tt0388125,6.5,65857.0,US
Capricorn One,movie,"Action, Adventure, Drama",1977.0,tt0077294,6.8,25651.0,JP
When the Cat's Away,movie,"Comedy, Romance",1996.0,tt0115856,6.9,3651.0,JP
Tombstone,movie,"Biography, Drama, History",1993.0,tt0108358,7.8,172567.0,US
Thirteen Days,movie,"Drama, History, Thriller",2000.0,tt0146309,7.3,63912.0,JP
Men of Honor,movie,"Biography, Drama",2000.0,tt0203019,7.2,127159.0,US
Don't Say a Word,movie,"Drama, Mystery, Thriller",2001.0,tt0260866,6.3,58032.0,US
Body of Lies,movie,"Action, Drama, Thriller",2008.0,tt0758774,7.0,242671.0,JP
Ghost in the Shell 2: Innocence,movie,"Animation, Drama, Mystery",2004.0,tt0347246,7.4,41050.0,JP
The Hurt Locker,movie,"Drama, Thriller, War",2008.0,tt0887912,7.5,479780.0,JP
Four Christmases,movie,"Comedy, Drama, Romance",2008.0,tt0369436,5.7,81902.0,US
Dark Water,movie,"Drama, Horror, Mystery",2002.0,tt0308379,6.7,35777.0,JP
Spy Kids 3: Game Over,movie,"Action, Adventure, Comedy",2003.0,tt0338459,4.4,67811.0,JP
Harry Potter and the Deathly Hallows: Part 1,movie,"Adventure, Family, Fantasy",2010.0,tt0926084,7.7,616118.0,JP
Harry Potter and the Deathly Hallows: Part 2,movie,"Adventure, Family, Fantasy",2011.0,tt1201607,8.1,973902.0,JP
The Big Boss,movie,"Action, Crime, Drama",1971.0,tt0067824,6.9,30191.0,JP
The Twilight Samurai,movie,"Drama, Romance",2002.0,tt0351817,8.1,26015.0,JP
Silkwood,movie,"Biography, Drama, History",1983.0,tt0086312,7.1,23073.0,US
Calvaire,movie,"Drama, Horror, Thriller",2004.0,tt0407621,6.1,14254.0,JP
Shocker,movie,"Comedy, Horror, Thriller",1989.0,tt0098320,5.5,18287.0,JP
The Black Tulip,movie,"Action, Adventure, Comedy",1964.0,tt0058692,6.6,2923.0,JP
Street Fighter II: The Animated Movie,movie,"Action, Adventure, Animation",1994.0,tt0114563,7.2,10197.0,JP
La Belle Noiseuse,movie,Drama,1991.0,tt0101428,7.5,9716.0,JP
Il Mare,movie,"Drama, Fantasy, Romance",2000.0,tt0282599,7.5,9625.0,JP
The Secret Life of Bees,movie,Drama,2008.0,tt0416212,7.2,28431.0,US
The Place Promised in Our Early Days,movie,"Animation, Drama, Romance",2004.0,tt0381348,6.8,15475.0,JP
Sweet Rain: Accuracy of Death,movie,"Comedy, Drama, Fantasy",2008.0,tt1067086,6.8,1259.0,JP
Son in Law,movie,"Comedy, Drama, Romance",1993.0,tt0108186,5.9,23340.0,US
Friday the 13th,movie,"Horror, Mystery, Thriller",2009.0,tt0758746,5.5,120326.0,JP
FernGully: The Last Rainforest,movie,"Adventure, Animation, Family",1992.0,tt0104254,6.5,34981.0,US
Let the Right One In,movie,"Drama, Fantasy, Horror",2008.0,tt1139797,7.8,230872.0,JP
"Big Bang Love, Juvenile A",movie,"Drama, Fantasy",2006.0,tt0497876,6.7,2126.0,JP
Game of Death,movie,"Action, Crime, Drama",1978.0,tt0077594,5.9,22868.0,JP
The Tit and the Moon,movie,"Comedy, Romance",1994.0,tt0111403,6.3,3478.0,JP
Transporter 3,movie,"Action, Adventure, Thriller",2008.0,tt1129442,6.1,179517.0,JP
Santa Claus Is Comin' to Town,movie,"Adventure, Animation, Comedy",1970.0,tt0066327,7.7,17936.0,US
Always: Sunset on Third Street,movie,"Comedy, Drama, Family",2005.0,tt0488870,7.7,2549.0,JP
Star Trek,movie,"Action, Adventure, Sci-Fi",2009.0,tt0796366,7.9,625605.0,JP
When in Rome,movie,"Comedy, Romance",2010.0,tt1185416,5.5,65300.0,US
Five Deadly Venoms,movie,"Action, Drama, Mystery",1978.0,tt0077559,7.0,8206.0,JP
The Changeling,movie,"Horror, Mystery",1980.0,tt0080516,7.1,41654.0,JP
Labyrinth,movie,"Adventure, Family, Fantasy",1986.0,tt0091369,7.3,154278.0,US
Christmas with the Kranks,movie,"Comedy, Family",2004.0,tt0388419,5.5,58721.0,US
Frosty the Snowman,movie,"Animation, Comedy, Drama",1969.0,tt0064349,7.3,21981.0,US
Fast & Furious,movie,"Action, Crime, Thriller",2009.0,tt1013752,6.5,317836.0,JP
Exiled,movie,"Action, Crime, Drama",2006.0,tt0796212,7.2,9831.0,JP
Knowing,movie,"Action, Mystery, Sci-Fi",2009.0,tt0448011,6.2,252255.0,JP
Defiance,movie,"Action, Drama, History",2008.0,tt1034303,7.1,157446.0,JP
The Chaser,movie,"Action, Crime, Drama",2008.0,tt1190539,7.8,74862.0,JP
Madadayo,movie,Drama,1993.0,tt0107474,7.3,6324.0,JP
The Machine Girl,movie,"Action, Comedy, Horror",2008.0,tt1050160,5.9,10853.0,JP
Sword of the Stranger,movie,"Action, Adventure, Animation",2007.0,tt1121794,7.7,18692.0,JP
One Missed Call 2,movie,"Horror, Mystery",2005.0,tt0451010,5.3,3727.0,JP
.45,movie,"Crime, Drama, Thriller",2006.0,tt0259822,5.5,8991.0,JP
The Girl Who Leapt Through Time,movie,"Adventure, Animation, Comedy",2006.0,tt0808506,7.7,72241.0,JP
9th Company,movie,"Action, Drama, History",2005.0,tt0417397,7.1,21932.0,JP
Aquamarine,movie,"Comedy, Family, Fantasy",2006.0,tt0429591,5.4,46147.0,US
Ninja Scroll,movie,"Action, Adventure, Animation",1993.0,tt0107692,7.8,41991.0,JP
Cadillac Records,movie,"Biography, Drama, Music",2008.0,tt1042877,7.0,23487.0,US
Marley & Me,movie,"Drama, Family",2008.0,tt0822832,7.0,170296.0,JP
Infernal Affairs III,movie,"Action, Crime, Drama",2003.0,tt0374339,6.8,15031.0,JP
Red Shadow: Akakage,movie,"Action, Adventure, Comedy",2001.0,tt0294280,5.5,968.0,JP
Notorious,movie,"Biography, Crime, Drama",2009.0,tt0472198,6.7,46660.0,US
When the Last Sword Is Drawn,movie,"Drama, History",2002.0,tt0359692,7.4,5435.0,JP
Adrift in Tokyo,movie,Comedy,2007.0,tt1098226,7.2,3170.0,JP
Harakiri,movie,"Action, Drama, Mystery",1962.0,tt0056058,8.6,74623.0,JP
Stealing Beauty,movie,"Drama, Mystery, Romance",1996.0,tt0117737,6.5,31073.0,JP
Rings,movie,"Drama, Horror, Mystery",2017.0,tt0498381,4.5,43975.0,JP
Patlabor: The Movie,movie,"Action, Animation, Crime",1989.0,tt0100339,7.0,5814.0,JP
Patlabor 2: The Movie,movie,"Action, Animation, Drama",1993.0,tt0124770,7.5,4765.0,JP
Lassie,movie,"Adventure, Comedy, Drama",2005.0,tt0431213,6.7,4745.0,JP
Nothing But the Truth,movie,"Crime, Drama, Mystery",2008.0,tt1073241,7.1,40345.0,JP
Afro Samurai: Resurrection,movie,"Action, Adventure, Animation",2009.0,tt1265998,7.1,9646.0,US
Ip Man,movie,"Action, Biography, Drama",2008.0,tt1220719,8.0,236306.0,JP
Tom and Jerry: The Magic Ring,movie,"Adventure, Animation, Comedy",2001.0,tt0303151,6.2,3792.0,JP
Crows Zero,movie,"Action, Comedy, Crime",2007.0,tt1016290,7.0,9108.0,JP
Welcome to Dongmakgol,movie,"Comedy, Drama, War",2005.0,tt0475783,7.6,7661.0,JP
Fat Albert,movie,"Comedy, Family, Fantasy",2004.0,tt0396592,4.4,13180.0,US
The Witch of the West Is Dead,movie,"Drama, Family",2008.0,tt1196210,6.6,221.0,JP
Galaxy Express 999,movie,"Action, Adventure, Animation",1979.0,tt0080772,7.4,2458.0,JP
District 13: Ultimatum,movie,"Action, Crime, Thriller",2009.0,tt1247640,6.5,46704.0,JP
The Terrible Children,movie,Drama,1950.0,tt0042436,6.9,4421.0,JP
Bleach: Memories of Nobody,movie,"Action, Adventure, Animation",2006.0,tt1105263,7.1,5076.0,JP
Hinokio,movie,"Drama, Sci-Fi",2005.0,tt0466375,6.4,633.0,JP
Madea Goes to Jail,movie,"Comedy, Crime, Drama",2009.0,tt1142800,4.6,13171.0,US
Install,movie,Drama,2004.0,tt0439631,5.7,291.0,JP
A Moment to Remember,movie,"Drama, Romance",2004.0,tt0428870,8.1,26081.0,JP
The Sky Crawlers,movie,"Animation, Drama, Sci-Fi",2008.0,tt1056437,6.7,5987.0,JP
Death Note: The Last Name,movie,"Adventure, Crime, Drama",2006.0,tt0810827,7.2,17910.0,JP
Jar City,movie,"Crime, Drama, Mystery",2006.0,tt0805576,6.8,5682.0,JP
Fantastic Planet,movie,"Animation, Sci-Fi",1973.0,tt0070544,7.7,38484.0,JP
Kinky Boots,movie,"Comedy, Drama, Music",2005.0,tt0434124,7.1,21894.0,JP
The Brothers McMullen,movie,"Comedy, Drama, Romance",1995.0,tt0112585,6.6,8338.0,US
Inferno,movie,Horror,1980.0,tt0080923,6.5,24833.0,JP
WXIII: Patlabor,movie,"Action, Animation, Crime",2001.0,tt0318819,6.6,1442.0,JP
Dragon Lord,movie,"Action, Comedy, Sport",1982.0,tt0084266,6.3,4569.0,JP
Departures,movie,Drama,2008.0,tt1069238,8.0,55760.0,JP
Yo-Yo Girl Cop,movie,Action,2006.0,tt0781084,4.9,1206.0,JP
9 Souls,movie,"Adventure, Comedy, Crime",2003.0,tt0370244,7.2,1956.0,JP
Bleach the Movie 2: The DiamondDust Rebellion,movie,"Action, Animation, Mystery",2007.0,tt1148261,7.0,3639.0,JP
Shutter,movie,"Horror, Mystery, Thriller",2004.0,tt0440803,7.0,50600.0,JP
What We Do Is Secret,movie,"Biography, Drama, Music",2007.0,tt0384683,6.3,2090.0,JP
Eddie Murphy: Raw,movie,"Comedy, Documentary",1987.0,tt0092948,7.6,21086.0,US
"Bleach: Fade to Black, I Call Your Name",movie,"Action, Animation, Drama",2008.0,tt1339302,7.1,2824.0,JP
The Princess Blade,movie,"Action, Sci-Fi",2001.0,tt0310149,5.6,3102.0,JP
Summer Days with Coo,movie,"Adventure, Animation, Comedy",2007.0,tt1179773,7.4,2211.0,JP
Diggers,movie,"Comedy, Drama",2006.0,tt0469897,6.3,3067.0,US
Laid to Rest,movie,"Horror, Thriller",2009.0,tt1228933,5.2,9191.0,JP
District 9,movie,"Action, Sci-Fi, Thriller",2009.0,tt1136608,7.9,727630.0,JP
King of Hearts,movie,"Comedy, Drama, War",1966.0,tt0060908,7.3,4511.0,JP
Golgo 13: The Professional,movie,"Action, Animation, Crime",1983.0,tt0086148,6.8,3464.0,JP
Tetsuo II: Body Hammer,movie,"Drama, Fantasy, Horror",1992.0,tt0105569,6.4,5253.0,JP
Hannah Montana: The Movie,movie,"Comedy, Drama, Family",2009.0,tt1114677,4.7,46618.0,US
Tokyo Story,movie,Drama,1953.0,tt0046438,8.1,71194.0,JP
